"Sale_Price","Street","Utilities","Total_Bsmt_SF","Garage_Cars","Pool_Area","Gr_Liv_Area","Fireplaces","Lot_Area","Bedroom_AbvGr","TotRms_AbvGrd"
300000,"Pave","AllPub",1504,3,0,1531,1,10872,2,6
324000,"Pave","AllPub",1774,3,0,1808,1,13514,3,7
350000,"Pave","AllPub",1462,3,0,2224,1,8834,4,10
280000,"Pave","AllPub",1836,3,0,1836,1,11362,3,7
284000,"Pave","AllPub",3206,3,0,1629,1,10655,3,7
269500,"Pave","AllPub",1760,2,0,1760,1,12878,3,8
233170,"Pave","AllPub",1502,2,0,1502,0,9541,3,7
386250,"Pave","AllPub",2392,3,0,2392,1,13472,3,8
445000,"Pave","AllPub",2452,3,0,2452,1,15274,3,10
290000,"Pave","AllPub",1082,3,0,2400,1,13262,4,10
255900,"Pave","AllPub",1598,3,0,1606,1,9658,3,6
213000,"Pave","AllPub",1358,2,0,1358,1,6904,2,6
196000,"Pave","AllPub",1306,2,0,1306,1,5381,1,5
184500,"Pave","AllPub",1306,2,0,1306,1,5122,1,5
212500,"Pave","AllPub",1350,2,0,1358,1,10307,2,6
230000,"Pave","AllPub",1314,2,0,1314,1,5001,2,6
552000,"Pave","AllPub",2492,3,0,2492,1,14836,2,8
382500,"Pave","AllPub",2200,3,0,2200,1,15262,3,8
320000,"Pave","AllPub",1884,2,0,1884,1,7390,2,6
248500,"Pave","AllPub",1451,2,0,1456,1,6472,2,6
286500,"Pave","AllPub",1712,3,0,1712,1,16770,3,8
254000,"Pave","AllPub",1324,2,0,1324,1,6240,2,6
173000,"Pave","AllPub",1405,2,0,1405,1,3480,2,6
173000,"Pave","AllPub",764,2,0,1626,0,2268,2,6
184000,"Pave","AllPub",728,2,0,1456,1,10928,3,8
167800,"Pave","AllPub",745,2,0,1490,1,8918,3,7
174000,"Pave","AllPub",742,2,0,1484,1,12589,3,8
174000,"Pave","AllPub",684,2,0,1560,1,11911,3,6
174000,"Pave","AllPub",1373,3,0,1555,1,3684,2,7
175900,"Pave","AllPub",1386,3,0,1569,1,3635,1,7
192500,"Pave","AllPub",1373,2,0,1555,1,3182,2,7
181000,"Pave","AllPub",1346,2,0,1504,1,3182,1,7
180000,"Pave","AllPub",1220,2,0,1220,1,3182,2,5
160200,"Pave","AllPub",1145,2,0,1145,1,3182,2,5
188500,"Pave","AllPub",716,2,0,1432,1,7795,3,6
200000,"Pave","AllPub",1010,2,0,2267,1,8068,4,8
170000,"Pave","AllPub",384,2,0,1374,1,9434,3,6
189500,"Pave","AllPub",868,2,0,1630,1,7984,3,7
184100,"Pave","AllPub",408,2,0,1419,1,7750,3,7
195500,"Pave","AllPub",846,2,0,1594,1,10125,3,7
192000,"Pave","AllPub",782,2,0,1489,1,8965,3,8
178000,"Pave","AllPub",698,2,0,1342,1,8174,3,7
207500,"Pave","AllPub",1314,2,0,1314,1,5063,2,6
236000,"Pave","AllPub",952,2,0,2256,1,8795,4,8
257500,"Pave","AllPub",870,3,0,2004,1,12891,4,8
244000,"Pave","AllPub",992,2,0,2054,1,12224,3,7
167000,"Pave","AllPub",384,2,0,1374,0,9734,3,7
179000,"Pave","AllPub",982,2,0,1800,1,8123,3,7
190000,"Pave","AllPub",794,2,0,1514,1,8433,3,7
156000,"Pave","AllPub",384,2,0,1430,1,7750,3,7
245000,"Pave","AllPub",1177,3,0,2312,1,15896,4,8
181000,"Pave","AllPub",841,2,0,1675,1,24682,3,7
214000,"Pave","AllPub",992,2,0,2060,1,8755,3,8
168000,"Pave","AllPub",384,2,0,1430,1,7848,3,7
337000,"Pave","AllPub",1252,3,0,2365,1,9430,3,8
403000,"Pave","AllPub",1462,3,0,2794,1,15138,4,9
327000,"Pave","AllPub",1455,3,0,2687,2,12720,4,10
340000,"Pave","AllPub",1284,3,0,2450,1,16545,3,7
336000,"Pave","AllPub",1225,3,0,2612,1,12203,4,8
265000,"Pave","AllPub",1264,3,0,2344,1,10208,3,7
315000,"Pave","AllPub",2024,3,0,2063,2,10750,3,7
260000,"Pave","AllPub",1347,3,0,2646,1,9900,4,9
260000,"Pave","AllPub",1070,2,0,2061,1,9085,3,7
263550,"Pave","AllPub",1173,2,0,2232,1,11692,3,8
402000,"Pave","AllPub",1629,3,0,2448,1,46589,4,8
248000,"Pave","AllPub",973,2,0,1850,1,29959,3,7
244600,"Pave","AllPub",1468,3,0,1468,1,9612,3,6
275000,"Pave","AllPub",1696,3,0,1696,0,11194,3,7
257500,"Pave","AllPub",1614,3,0,1658,1,10206,3,7
287090,"Pave","AllPub",1573,3,0,1578,1,9262,3,7
275500,"Pave","AllPub",1702,3,0,1702,1,10130,3,7
245000,"Pave","AllPub",1422,2,0,1432,1,9139,3,7
253000,"Pave","AllPub",1113,2,0,1971,1,9675,3,8
468000,"Pave","AllPub",2458,3,0,2490,2,11128,2,9
252678,"Pave","AllPub",900,2,0,1852,1,8640,3,7
210000,"Pave","AllPub",768,2,0,1590,0,9000,3,6
208300,"Pave","AllPub",1218,2,0,1218,0,7862,2,4
225000,"Pave","AllPub",1436,2,0,1436,0,7993,3,6
229456,"Pave","AllPub",1300,2,0,1314,0,8640,3,6
229800,"Pave","AllPub",1402,2,0,1402,0,8640,3,7
250000,"Pave","AllPub",1530,3,0,1530,1,12606,3,7
370878,"Pave","AllPub",1766,3,0,1766,1,9187,2,7
238500,"Pave","AllPub",1372,2,0,1448,1,7500,2,6
310000,"Pave","AllPub",1017,3,0,2007,1,11003,3,10
270000,"Pave","AllPub",900,3,0,1795,1,10603,3,8
252000,"Pave","AllPub",1082,3,0,1953,1,10574,3,9
241000,"Pave","AllPub",1092,2,0,1550,0,8125,2,7
264500,"Pave","AllPub",1836,2,0,1836,1,8125,3,8
291000,"Pave","AllPub",1652,3,0,1662,1,10625,3,8
263000,"Pave","AllPub",912,2,0,2094,1,9375,4,8
185000,"Pave","AllPub",1221,2,0,1221,0,7500,2,6
234500,"Pave","AllPub",1553,2,0,1553,0,8736,3,6
209000,"Pave","AllPub",812,2,0,1653,0,8127,3,6
159000,"Pave","AllPub",1218,2,0,1218,0,9605,3,6
152000,"Pave","AllPub",1141,2,0,1141,0,7500,3,6
143500,"Pave","AllPub",1158,0,0,1158,0,7500,3,5
193000,"Pave","AllPub",835,2,0,1812,0,10628,3,8
203000,"Pave","AllPub",1512,3,0,1512,0,10141,3,6
184900,"Pave","AllPub",1176,2,0,1200,0,10083,2,5
159000,"Pave","AllPub",1114,2,0,1114,0,13072,3,6
142000,"Pave","AllPub",1114,0,0,1114,0,13072,3,6
153000,"Pave","AllPub",1114,2,0,1114,0,12450,3,6
224243,"Pave","AllPub",1450,3,0,1450,0,7328,2,6
220000,"Pave","AllPub",913,2,0,2122,1,11492,4,8
257000,"Pave","AllPub",1844,2,0,1844,1,10994,2,7
189000,"Pave","AllPub",1454,2,0,1434,1,8529,3,6
171500,"Pave","AllPub",816,2,0,1730,0,7703,3,6
120000,"Pave","AllPub",626,1,0,1217,1,10762,3,6
145000,"Pave","AllPub",1332,2,0,1332,0,7175,2,5
184000,"Pave","AllPub",754,2,0,1540,0,9109,3,6
162000,"Pave","AllPub",676,2,0,1400,0,10274,3,6
160000,"Pave","AllPub",0,2,0,1882,2,8250,4,8
82000,"Pave","AllPub",721,1,0,841,0,8400,2,4
76000,"Pave","AllPub",784,2,0,784,0,9000,2,5
110000,"Pave","AllPub",980,2,0,980,0,9750,3,5
135000,"Pave","AllPub",980,2,0,980,0,7064,3,6
141000,"Pave","AllPub",864,2,0,864,0,8499,3,5
122000,"Pave","AllPub",864,1,0,864,0,9079,2,5
124100,"Pave","AllPub",1024,1,0,1020,0,9316,3,5
129000,"Pave","AllPub",912,1,0,912,0,7791,3,6
131400,"Pave","AllPub",864,1,0,1144,1,10000,3,6
62383,"Pave","AllPub",864,1,0,864,1,8281,3,5
123000,"Pave","AllPub",912,1,0,912,0,7150,3,6
275000,"Pave","AllPub",2014,3,0,2014,2,15676,2,6
235000,"Pave","AllPub",975,2,0,1755,1,11949,3,7
280750,"Pave","AllPub",1376,3,0,3005,1,2880,3,9
164500,"Pave","AllPub",612,2,0,1224,0,3951,2,4
173733,"Pave","AllPub",612,2,0,1224,0,3000,2,4
222000,"Pave","AllPub",1726,2,0,1726,1,3830,2,6
195000,"Pave","AllPub",1145,2,0,1256,1,4217,1,5
172500,"Pave","AllPub",729,2,0,1471,0,3230,3,6
180000,"Pave","AllPub",756,2,0,1512,0,2998,2,4
156000,"Pave","AllPub",691,2,0,1452,0,3768,3,6
172500,"Pave","AllPub",970,2,0,1739,0,2645,3,7
318750,"Pave","AllPub",1694,2,0,1694,1,14694,2,5
211500,"Pave","AllPub",1226,2,0,1226,2,3782,1,4
241600,"Pave","AllPub",1740,2,0,1740,0,15417,2,7
180500,"Pave","AllPub",392,2,0,2499,1,9600,4,5
150000,"Pave","AllPub",1281,2,0,1620,1,9991,3,8
154000,"Pave","AllPub",727,2,0,1556,0,11700,4,8
185000,"Pave","AllPub",1442,2,0,1442,1,11717,2,6
185750,"Pave","AllPub",1489,2,0,1489,1,9156,3,7
200000,"Pave","AllPub",1107,2,0,2090,2,10382,3,7
206000,"Pave","AllPub",752,2,0,2067,2,12732,3,7
162000,"Pave","AllPub",723,2,0,1395,1,12936,3,6
256900,"Pave","AllPub",932,2,0,2640,1,10400,5,8
197900,"Pave","AllPub",1680,2,0,1724,1,17871,3,7
163000,"Pave","AllPub",1288,2,0,1336,1,9600,3,6
113000,"Pave","AllPub",1216,1,0,1216,0,9000,3,5
230000,"Pave","AllPub",908,2,0,2288,2,13774,4,8
167900,"Pave","AllPub",1350,2,0,1334,1,9650,2,6
213250,"Pave","AllPub",1650,2,0,1680,1,10140,3,7
227000,"Pave","AllPub",810,2,0,1665,0,8400,3,6
130000,"Pave","AllPub",864,1,0,864,0,7130,2,5
143000,"Pave","AllPub",1568,2,0,1568,0,9600,3,7
117500,"Pave","AllPub",925,1,0,925,0,9100,2,5
168500,"Pave","AllPub",1165,2,0,2061,1,9600,4,8
172500,"Pave","AllPub",1232,2,0,1320,1,16500,3,5
161500,"Pave","AllPub",1372,2,0,1342,1,9790,3,7
141500,"Pave","AllPub",894,2,0,894,1,7436,2,5
118000,"Pave","AllPub",864,1,0,864,0,8125,3,5
127500,"Pave","AllPub",864,1,0,864,0,9100,2,5
140000,"Pave","AllPub",1040,3,0,1362,1,9450,3,6
177625,"Pave","AllPub",1048,2,0,1728,1,13495,3,7
110000,"Pave","AllPub",1584,3,0,1776,0,11475,4,9
167000,"Pave","AllPub",1516,2,0,1516,0,10004,3,6
153000,"Pave","AllPub",1313,2,0,1313,1,9350,3,6
145100,"Pave","AllPub",1292,2,0,1292,2,10500,3,6
154000,"Pave","AllPub",1154,2,0,1154,1,11000,3,6
177500,"Pave","AllPub",744,2,0,2140,1,8970,4,7
158000,"Pave","AllPub",1127,2,0,1445,1,12095,3,7
124500,"Pave","AllPub",1041,1,0,1041,0,9600,3,6
174500,"Pave","AllPub",1208,2,0,1576,1,11475,4,7
122000,"Pave","AllPub",960,1,0,960,0,9768,2,5
82500,"Pave","AllPub",420,0,0,708,0,5330,2,5
110000,"Pave","AllPub",709,1,0,1203,1,7015,3,5
149500,"Pave","AllPub",1505,2,0,1505,1,12160,2,6
175000,"Pave","AllPub",1680,2,0,1691,0,9900,2,5
167000,"Pave","AllPub",1416,2,0,1644,2,9600,3,7
128900,"Pave","AllPub",1050,1,0,1050,0,9600,2,5
140000,"Pave","AllPub",856,1,0,1668,0,9600,3,6
147000,"Pave","AllPub",1113,1,0,1113,1,9600,3,5
124000,"Pave","AllPub",1584,3,0,1584,0,8944,4,8
187500,"Pave","AllPub",1453,2,0,1453,1,10573,3,6
159000,"Pave","AllPub",1394,2,0,1394,2,9500,3,6
256000,"Pave","AllPub",1562,2,0,1567,2,14695,2,5
205000,"Pave","AllPub",768,2,0,1986,3,13600,3,7
193500,"Pave","AllPub",896,1,0,2142,1,13000,4,8
110000,"Pave","AllPub",1392,2,0,1392,2,13560,2,5
104900,"Pave","AllPub",715,1,0,1738,1,12513,4,7
150000,"Pave","AllPub",1169,1,0,1144,0,8760,3,6
156500,"Pave","AllPub",1478,2,0,1478,2,8400,3,6
176000,"Pave","AllPub",1329,2,0,1329,2,12285,3,5
149500,"Pave","AllPub",988,1,0,988,0,9240,3,6
139000,"Pave","AllPub",1240,1,0,1632,1,9600,3,6
155000,"Pave","AllPub",1215,1,0,1215,0,12400,3,6
120000,"Pave","AllPub",1202,1,0,1202,0,8750,3,6
153000,"Pave","AllPub",1382,1,0,1382,0,8750,3,6
144000,"Pave","AllPub",1200,1,0,1200,2,10400,3,6
176000,"Pave","AllPub",1362,2,0,1382,1,19296,3,6
153000,"Pave","AllPub",1297,2,0,1297,1,8532,3,5
135000,"Pave","AllPub",1866,2,0,1866,0,9482,4,8
131000,"Pave","AllPub",1062,1,0,1062,0,8128,3,6
123000,"Pave","AllPub",608,1,0,1319,0,10634,3,5
126000,"Pave","AllPub",631,2,0,1112,0,13070,2,5
115000,"Pave","AllPub",1005,2,0,1005,1,10434,2,5
164900,"Pave","AllPub",1008,1,0,1363,2,14559,2,6
113000,"Pave","AllPub",793,1,0,793,0,8480,2,4
145500,"Pave","AllPub",1031,1,0,1031,0,7626,2,5
102900,"Pave","AllPub",0,1,0,1210,0,9533,2,7
95000,"Pave","AllPub",978,2,0,1699,0,10615,3,7
152500,"Pave","AllPub",699,2,0,1527,1,11419,3,6
129900,"Pave","AllPub",1200,1,0,1200,0,9600,3,6
132000,"Pave","AllPub",972,1,0,972,1,8000,2,5
99900,"Pave","AllPub",792,1,0,792,0,5470,2,4
135000,"Pave","AllPub",660,1,0,1656,0,10410,3,8
149000,"Pave","AllPub",676,2,0,1352,0,10800,4,7
114000,"Pave","AllPub",405,1,0,1039,0,8146,2,6
109500,"Pave","AllPub",768,1,0,792,0,9022,2,5
125000,"Pave","AllPub",1054,1,0,1078,0,10230,3,6
142900,"Pave","AllPub",1313,2,0,2377,1,10410,3,8
156500,"Pave","AllPub",560,2,0,1690,0,7200,4,5
59000,"Pave","AllPub",416,0,0,599,0,5400,2,4
105000,"Pave","AllPub",840,1,0,1374,0,5400,2,6
106000,"Pave","AllPub",720,2,0,846,0,10800,2,4
78500,"Pave","AllPub",630,1,0,725,0,10800,1,4
190000,"Pave","AllPub",1248,3,0,2544,0,9671,6,12
154000,"Pave","AllPub",1380,1,0,1380,0,10143,3,6
163000,"Pave","AllPub",1040,2,0,1040,1,11500,3,6
200000,"Pave","AllPub",1248,4,0,2634,0,11643,6,12
143500,"Pave","AllPub",951,2,0,951,0,8010,2,6
135000,"Pave","AllPub",1105,1,0,1105,0,10454,3,5
153000,"Pave","AllPub",992,1,0,1306,0,8712,2,5
157500,"Pave","AllPub",1478,2,0,1478,2,17600,3,6
113500,"Pave","AllPub",160,1,0,1142,1,9000,2,5
133000,"Pave","AllPub",832,1,0,1268,1,12144,3,6
92900,"Pave","AllPub",0,2,0,1040,0,8544,2,6
128500,"Pave","AllPub",795,2,0,1133,0,8064,3,5
90000,"Pave","AllPub",0,2,0,1040,0,7200,2,6
138000,"Pave","AllPub",1208,1,0,1904,0,7200,3,7
128000,"Pave","AllPub",1041,1,0,1041,0,7350,3,6
139000,"Pave","AllPub",1029,1,0,1339,0,7560,3,6
118900,"Pave","AllPub",732,1,0,732,0,7200,2,4
138000,"Pave","AllPub",528,1,0,1183,0,8000,3,6
132500,"Pave","AllPub",1148,1,0,1148,0,7931,3,6
133500,"Pave","AllPub",832,1,0,1461,0,10800,4,6
135000,"Pave","AllPub",864,2,0,1495,0,8064,3,6
144750,"Pave","AllPub",780,2,0,1806,0,7570,4,8
145000,"Pave","AllPub",941,2,0,941,0,8604,2,4
127000,"Pave","AllPub",1045,1,0,1045,1,7936,3,6
109500,"Pave","AllPub",894,1,0,894,0,6600,2,5
115000,"Pave","AllPub",818,1,0,1224,0,3950,3,5
110000,"Pave","AllPub",440,2,0,1230,0,10440,2,5
128900,"Pave","AllPub",901,1,0,1378,0,4080,3,6
103500,"Pave","AllPub",972,2,0,1944,0,10307,4,12
66500,"Pave","AllPub",676,1,0,1131,0,5720,3,5
130000,"Pave","AllPub",240,2,0,1306,0,15660,3,6
129000,"Pave","AllPub",504,0,0,1464,0,9900,3,7
150000,"Pave","AllPub",690,2,0,1558,1,6406,3,7
107500,"Pave","AllPub",994,1,0,2372,0,6600,4,11
94550,"Pave","AllPub",600,0,0,1701,0,7627,4,8
124500,"Pave","AllPub",960,2,0,1960,0,7596,4,10
135000,"Pave","AllPub",651,1,0,1389,2,3378,3,6
103000,"Pave","AllPub",801,0,0,1447,0,10134,3,6
93000,"Pave","AllPub",936,2,0,936,0,6000,2,4
129500,"Pave","AllPub",768,1,0,1328,0,6000,3,6
93000,"Pave","AllPub",811,1,0,1387,0,6000,3,7
80000,"Pave","AllPub",861,2,0,861,0,7404,2,5
45000,"Pave","AllPub",0,1,0,612,0,5925,1,4
37900,"Pave","AllPub",600,0,0,968,0,5925,2,6
91300,"Pave","AllPub",190,1,0,886,0,5784,2,4
99500,"Pave","AllPub",624,1,0,792,0,8520,2,5
113000,"Pave","AllPub",736,0,0,1452,0,4456,2,8
87500,"Pave","AllPub",677,2,0,1510,0,9600,3,7
110000,"Pave","AllPub",720,1,0,1284,0,3500,2,5
106000,"Pave","AllPub",849,2,0,2138,0,8100,2,11
265979,"Pave","AllPub",1240,4,0,2640,1,11700,4,8
160000,"Pave","AllPub",917,1,0,2007,0,8400,3,8
119000,"Pave","AllPub",624,1,0,1288,1,3600,3,5
168000,"Pave","AllPub",916,2,0,1742,1,17671,4,8
58500,"Pave","AllPub",624,0,0,816,1,3300,2,5
143000,"Pave","AllPub",650,2,0,1482,0,9000,3,7
85000,"Pave","AllPub",1022,1,0,1022,0,7200,2,4
124900,"Pave","AllPub",1088,2,0,1869,0,8820,2,7
119000,"Pave","AllPub",972,1,0,1480,0,5400,3,6
146500,"Pave","AllPub",741,3,0,1521,0,9720,4,8
34900,"Pave","AllPub",720,0,0,720,0,7879,2,4
44000,"Pave","AllPub",245,0,0,797,0,9392,2,5
223500,"Pave","AllPub",1324,2,0,1576,1,21384,3,6
149000,"Pave","AllPub",1022,1,0,1432,1,6615,3,6
205000,"Pave","AllPub",952,2,0,1548,0,7264,3,5
137000,"Pave","AllPub",297,1,0,1654,1,4960,3,7
121000,"Pave","AllPub",952,1,0,952,1,8854,2,4
128000,"Pave","AllPub",672,1,0,1324,0,6000,3,6
134900,"Pave","AllPub",698,2,0,1176,0,6000,2,4
117000,"Pave","AllPub",884,1,0,1348,1,6000,3,5
132500,"Pave","AllPub",780,1,0,1412,1,6000,4,6
93000,"Pave","AllPub",468,1,0,1142,0,6000,3,6
119000,"Pave","AllPub",884,1,0,904,0,6000,2,4
100000,"Pave","AllPub",1145,2,0,1301,0,6911,2,5
141500,"Pave","AllPub",927,2,0,1539,0,6120,3,5
133000,"Pave","AllPub",884,1,0,1573,0,6120,3,6
60000,"Pave","AllPub",264,0,0,800,1,6120,1,4
105000,"Pave","AllPub",715,1,0,875,0,6120,2,5
115000,"Pave","AllPub",960,1,0,995,0,6120,2,5
150000,"Pave","AllPub",952,1,0,1582,1,6120,3,6
126500,"Pave","AllPub",1072,5,0,1072,0,8635,2,5
214500,"Pave","AllPub",844,2,0,2134,0,11888,5,10
167500,"Pave","AllPub",728,2,0,2019,0,11414,3,8
155000,"Pave","AllPub",1048,2,0,1768,0,8094,3,8
155000,"Pave","AllPub",910,1,0,1826,1,2500,4,7
179900,"Pave","AllPub",672,1,0,1944,0,9928,3,8
104000,"Pave","AllPub",755,0,0,2229,0,5520,5,8
62500,"Pave","AllPub",1040,0,0,2128,0,3000,4,11
149000,"Pave","AllPub",720,1,0,1930,0,6876,4,8
103000,"Pave","AllPub",780,2,0,1208,0,6240,2,5
123000,"Pave","AllPub",483,1,0,1427,0,5775,3,7
97500,"Pave","AllPub",1020,0,0,1864,0,5852,6,9
135000,"Pave","AllPub",1204,1,0,1666,0,5160,3,4
70000,"Pave","AllPub",858,0,0,892,0,5160,1,5
116000,"Pave","AllPub",698,1,0,1403,0,10320,3,7
88750,"Pave","AllPub",560,1,0,704,0,4280,2,4
179000,"Pave","AllPub",1200,0,0,1200,0,10800,3,5
179000,"Pave","AllPub",1200,0,0,1200,0,10800,3,5
159900,"Pave","AllPub",1152,1,0,1152,0,10547,2,6
61000,"Pave","AllPub",683,0,0,904,0,10020,1,4
103600,"Pave","AllPub",672,1,0,1369,0,6629,3,6
63000,"Pave","AllPub",585,1,0,1112,0,9780,4,6
175000,"Pave","AllPub",520,2,0,1464,1,12886,3,6
139000,"Pave","AllPub",1121,2,0,1121,0,8816,3,5
172500,"Pave","AllPub",918,2,0,1683,1,11184,3,7
113500,"Pave","AllPub",1052,1,0,1052,1,11625,3,6
130000,"Pave","AllPub",864,1,0,899,0,7800,3,5
149900,"Pave","AllPub",456,2,0,1034,1,8014,3,5
134900,"Pave","AllPub",858,2,0,858,0,7252,2,5
137000,"Pave","AllPub",840,2,0,860,0,8740,2,4
139000,"Pave","AllPub",1092,1,0,1092,1,11616,3,6
165000,"Pave","AllPub",552,1,0,1774,1,15400,4,8
148000,"Pave","AllPub",1138,2,0,1138,1,15312,3,6
165000,"Pave","AllPub",825,1,0,2071,1,15584,4,9
63900,"Pave","AllPub",0,0,0,660,0,9000,2,5
161500,"Pave","AllPub",1104,1,0,1788,2,11250,5,8
143000,"Pave","AllPub",1437,1,0,1473,2,25095,1,5
135000,"Pave","AllPub",1134,1,0,1229,0,17140,3,6
82500,"Pave","AllPub",861,2,0,861,0,12342,1,4
190000,"Pave","AllPub",1617,1,0,1867,3,10708,2,7
139600,"Pave","AllPub",0,2,0,1733,1,13680,4,8
122000,"Pave","AllPub",0,2,0,1383,0,15635,2,6
127500,"Pave","AllPub",1436,2,0,1689,1,9855,3,7
121500,"Pave","AllPub",1073,1,0,1073,0,9571,2,5
60000,"Pave","AllPub",1276,1,0,1276,0,9571,3,5
154400,"Pave","AllPub",747,1,0,1639,1,9350,3,6
113000,"Pave","AllPub",672,1,0,672,0,9340,2,4
125000,"Pave","AllPub",1089,1,0,1089,1,7440,3,5
84000,"Pave","AllPub",0,1,0,845,0,11500,3,5
139500,"Pave","AllPub",1049,1,0,1049,0,4235,2,5
131000,"Pave","AllPub",768,1,0,1716,1,11409,3,8
105000,"Pave","AllPub",560,1,0,1258,0,9060,2,6
108000,"Pave","AllPub",755,1,0,1510,1,9084,4,7
162000,"Pave","AllPub",1054,2,0,1061,0,10778,1,4
156500,"Pave","AllPub",520,2,0,1338,1,19255,2,5
316600,"Pave","AllPub",1496,2,0,2132,1,12327,1,5
271900,"Pave","AllPub",2158,3,0,2196,1,14684,3,7
213000,"Pave","AllPub",740,2,0,1775,1,9317,3,7
239900,"Pave","AllPub",1079,2,0,1879,1,10560,3,8
239500,"Pave","AllPub",1128,2,0,2020,1,9828,3,8
131000,"Pave","AllPub",0,2,0,2016,1,26400,4,7
118964,"Pave","AllPub",0,2,0,1535,0,7018,4,8
153337,"Pave","AllPub",1086,2,0,1224,2,7018,2,6
147983,"Pave","AllPub",0,2,0,2228,0,7018,6,8
118858,"Pave","AllPub",0,2,0,1535,0,7018,4,8
118858,"Pave","AllPub",0,2,0,1535,0,7018,4,8
142953,"Pave","AllPub",0,2,0,2240,0,7018,6,12
148325,"Pave","AllPub",1094,2,0,1229,2,7040,2,6
113722,"Pave","AllPub",0,2,0,1513,0,7007,4,8
269500,"Pave","AllPub",1168,4,0,2787,2,11855,6,8
269500,"Pave","AllPub",1168,4,0,2787,2,7939,6,8
269500,"Pave","AllPub",1168,4,0,2787,2,7976,6,8
323262,"Pave","AllPub",1555,3,0,1680,1,10933,1,8
297000,"Pave","AllPub",1705,3,0,1718,1,10637,3,7
295493,"Pave","AllPub",1622,3,0,1630,1,10226,3,8
332000,"Pave","AllPub",1720,3,0,1720,1,10816,3,8
239900,"Pave","AllPub",1468,3,0,1468,1,9178,3,6
212000,"Pave","AllPub",866,2,0,1768,0,10769,3,7
272500,"Pave","AllPub",1838,2,0,1838,2,11422,3,7
239000,"Pave","AllPub",1800,2,0,1800,0,11923,2,7
220000,"Pave","AllPub",1604,2,0,1604,1,8814,3,8
200000,"Pave","AllPub",1282,2,0,1290,1,6762,2,6
221800,"Pave","AllPub",1254,3,0,1254,0,10324,2,5
194500,"Pave","AllPub",1232,2,0,1232,0,7314,2,6
237000,"Pave","AllPub",1498,3,0,1498,1,11645,3,7
173000,"Pave","AllPub",704,2,0,1422,1,11646,3,7
275000,"Pave","AllPub",1518,2,0,1644,1,12800,2,5
233500,"Pave","AllPub",1449,2,0,1759,1,16698,3,7
185000,"Pave","AllPub",1013,2,0,2126,0,28698,3,7
152000,"Pave","AllPub",1040,2,0,1040,0,12464,3,6
143000,"Pave","AllPub",990,1,0,990,0,9757,3,5
231500,"Pave","AllPub",928,2,0,1764,0,15426,3,7
212000,"Pave","AllPub",799,2,0,1661,1,10667,3,6
207000,"Pave","AllPub",1463,2,0,1463,0,14753,3,5
145000,"Pave","AllPub",1097,2,0,1097,0,10859,3,6
138000,"Pave","AllPub",990,2,0,990,0,8072,3,5
197900,"Pave","AllPub",866,2,0,1779,0,10400,3,6
204000,"Pave","AllPub",1490,2,0,1501,0,10335,3,6
192000,"Pave","AllPub",1431,2,0,1431,0,9017,3,6
200000,"Pave","AllPub",928,2,0,1772,1,8750,3,7
195000,"Pave","AllPub",831,2,0,1660,0,8935,3,7
227000,"Pave","AllPub",1573,2,0,1573,0,9808,3,6
230000,"Pave","AllPub",944,2,0,1840,0,12420,3,6
187100,"Pave","AllPub",1413,2,0,1430,0,16285,3,6
203000,"Pave","AllPub",1431,2,0,1444,0,10739,3,6
201000,"Pave","AllPub",1492,2,0,1492,1,11166,3,6
124000,"Pave","AllPub",1040,0,0,1040,0,8430,3,5
140000,"Pave","AllPub",907,1,0,907,0,16269,3,5
134900,"Pave","AllPub",914,2,0,914,0,6950,2,5
150500,"Pave","AllPub",1040,2,0,1040,0,8800,3,5
136500,"Pave","AllPub",864,1,0,864,0,7000,3,6
143500,"Pave","AllPub",1268,1,0,1268,0,9286,3,5
133500,"Pave","AllPub",864,1,0,864,1,15523,3,5
123000,"Pave","AllPub",894,2,0,894,0,7200,2,6
133900,"Pave","AllPub",768,1,0,768,0,7200,2,5
133000,"Pave","AllPub",768,2,0,768,0,8445,2,5
250000,"Pave","AllPub",1569,3,0,1611,0,11664,3,6
254750,"Pave","AllPub",1068,2,0,2184,1,12334,4,8
236500,"Pave","AllPub",1753,2,0,1788,1,11838,3,7
261500,"Pave","AllPub",1299,2,0,1872,1,11885,3,7
313000,"Pave","AllPub",1440,3,0,2153,2,11050,3,8
198500,"Pave","AllPub",840,2,0,1725,0,8749,3,6
211000,"Pave","AllPub",944,2,0,1870,0,11250,3,6
220000,"Pave","AllPub",1462,2,0,1513,1,15750,2,5
203000,"Pave","AllPub",1504,2,0,1504,1,11883,3,6
279500,"Pave","AllPub",1822,2,0,1828,1,12782,3,7
210000,"Pave","AllPub",1417,2,0,1417,1,8750,3,7
219500,"Pave","AllPub",1057,2,0,2034,0,9375,3,8
191000,"Pave","AllPub",880,2,0,1716,1,8750,2,7
178000,"Pave","AllPub",1212,2,0,1212,0,9100,3,6
213000,"Pave","AllPub",1630,2,0,1630,1,9750,3,6
144000,"Pave","AllPub",848,2,0,848,0,4435,1,4
140000,"Pave","AllPub",848,2,0,848,0,4435,1,4
293200,"Pave","AllPub",1578,3,0,1602,1,10200,3,7
190000,"Pave","AllPub",864,2,0,1728,0,9313,3,7
190000,"Pave","AllPub",1500,2,0,1500,0,8487,3,6
173500,"Pave","AllPub",738,2,0,1476,0,8633,3,7
